,Song,Artist,Year,SongID,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,valence,artist_popularity,artist_genres,top_genre,genre_code,top10,top5
932,Speechless,Dan + Shay,2019,3GJ4hzg4lrGwU51Y3VARbF,0.356,0.616,213387,0.438,0.0,1,0.24,-5.968,0.0298,135.929,4,0.386,81,"contemporary country,country,pop",pop,36,0,0
933,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,2019,4kV4N9D1iKVxx1KLvtTpjS,0.0421,0.726,190440,0.554,0.0,5,0.106,-5.29,0.0917,169.999,4,0.335,96,"pop,post-teen pop",pop,36,0,0
934,Please Me,Cardi B & Bruno Mars,2019,0PG9fbaaHFHfre2gUVo7AN,0.0642,0.747,200890,0.57,0.0,1,0.0832,-6.711,0.081,133.992,4,0.65,90,"pop,pop rap,post-teen pop,rap",pop,36,0,0
935,Money,Cardi B,2019,2GGMabyHXnJmjY6CXhhB2e,0.00534,0.95,183527,0.59,0.0,8,0.11,-6.508,0.29,130.003,4,0.219,90,"pop,pop rap,post-teen pop,rap",pop,36,0,0
936,You Need To Calm Down,Taylor Swift,2019,6RRNNciQGZEXnqk8SQ9yv5,0.00929,0.771,171360,0.671,0.0,2,0.0637,-5.617,0.0553,85.026,4,0.714,98,"pop,post-teen pop",pop,36,0,0
937,Panini,Lil Nas X,2019,6fTt0CH2t0mdeB2N9XFG5r,0.342,0.703,114893,0.594,0.0,5,0.123,-6.146,0.0752,153.848,4,0.475,91,"country rap,lgbtq+ hip hop,pop rap,queer country",pop rap,38,0,0
938,Look Back At It,A Boogie Wit da Hoodie,2019,3Ol2xnObFdKV9pmRD2t9x8,0.407,0.791,179449,0.587,0.0,3,0.148,-5.075,0.0413,96.057,4,0.536,86,"melodic rap,pop rap,rap,trap",pop rap,38,0,0
939,A Lot,21 Savage,2019,2t8yVaLvJ0RenpXUIAC52d,0.0395,0.837,288624,0.636,0.00125,1,0.342,-7.643,0.086,145.972,4,0.274,88,"atl hip hop,rap,trap",rap,42,0,0
940,ME!,Taylor Swift Featuring Brendon Urie,2019,2Rk4JlNc2TPmZe2af99d45,0.033,0.61,193000,0.83,0.0,0,0.118,-4.105,0.0571,182.162,4,0.728,98,"pop,post-teen pop",pop,36,0,0
941,MIA,Bad Bunny Featuring Drake,2019,116H0KvKr2Zl4RPuVBruDO,0.0141,0.817,210368,0.539,0.000496,6,0.099,-6.349,0.0621,97.062,4,0.158,98,"latin,reggaeton,trap latino",latin,27,0,0
942,Pop Out,Polo G Featuring Lil Tjay,2019,6uFn47ACjqYkc0jADwEdj1,0.15,0.772,166560,0.639,0.0,1,0.0698,-7.119,0.467,168.112,4,0.261,93,chicago rap,chicago rap,10,0,0
943,Beautiful Crazy,Luke Combs,2019,2rxQMGVafnNaRaXlRMWPde,0.676,0.551,193200,0.402,0.0,11,0.0928,-7.431,0.0262,103.313,4,0.382,85,contemporary country,contemporary country,12,0,0
944,Thotiana,Blueface,2019,3oh6SCCeLuXhFpEyepla6G,0.18,0.906,129264,0.382,0.0,10,0.113,-12.89,0.269,104.025,4,0.391,77,"cali rap,trap",trap,46,0,0
945,Lucid Dreams,Juice WRLD,2019,285pBltuF7vW8TeWk8hdRR,0.349,0.511,239836,0.566,0.0,6,0.34,-7.23,0.2,83.903,4,0.218,96,"chicago rap,melodic rap",melodic rap,28,0,0
946,Mo Bamba,Sheck Wes,2019,1xzBco0xcoJEDXktl7Jxrr,0.194,0.729,183907,0.625,0.00986,4,0.248,-5.266,0.0315,146.034,4,0.261,70,"rap,trap,underground hip hop,vapor trap",rap,42,0,0
947,Beautiful People,Ed Sheeran Featuring Khalid,2019,4evmHXcjt3bTUHD1cvny97,0.124,0.64,197867,0.648,0.0,5,0.0802,-8.113,0.187,92.977,4,0.548,93,"pop,uk pop",pop,36,0,0
948,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,2019,0QIjsbm2fh1cJ45XO9eGqq,0.00381,0.8,204665,0.578,0.0,4,0.359,-5.144,0.0485,143.01,4,0.367,83,"atl hip hop,dirty south rap,gangster rap,hip hop,pop rap,rap,southern hip hop,trap",pop rap,38,0,0
949,Whiskey Glasses,Morgan Wallen,2019,6foY66mWZN0pSRjZ408c00,0.369,0.614,234347,0.68,1.84e-06,6,0.115,-4.58,0.0289,149.959,4,0.707,88,contemporary country,contemporary country,12,0,0
950,God's Country,Blake Shelton,2019,1dyxS3YzBbL0t8rEVwVQ1K,0.0608,0.538,205107,0.752,5.39e-06,10,0.118,-5.106,0.0396,139.984,4,0.217,77,"contemporary country,country,country road,oklahoma country",contemporary country,12,0,0
951,Be Alright,Dean Lewis,2019,3EPXxR3ImUwfayaurPi3cm,0.697,0.553,196373,0.586,0.0,11,0.0813,-6.319,0.0362,126.684,4,0.443,79,"australian pop,indie cafe pop,pop,pop rock,post-teen pop",pop,36,0,0
952,Pure Water,Mustard & Migos,2019,3j84U36KvLeXNDPv4t5pI8,0.174,0.682,192471,0.559,0.0,0,0.344,-5.545,0.127,202.015,4,0.137,80,"cali rap,hip hop,pop rap,rap,southern hip hop,trap",pop rap,38,0,0
953,The Git Up,Blanco Brown,2019,2KKijf6Ett4kmVNJze2roh,0.0669,0.847,200594,0.678,0.0,9,0.274,-8.635,0.109,97.984,4,0.811,66,country rap,country rap,14,0,0
954,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",2019,5BRUlCrkTljRTux8BUPUDp,0.156,0.84,212500,0.805,5.64e-06,11,0.0642,-4.284,0.204,96.158,4,0.614,83,"dance pop,edm,electronic trap,pop,pop dance",pop,36,0,0
955,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,2019,5JEx7HbmvHQQswJCsoo9rA,0.0954,0.575,182623,0.758,0.0,1,0.394,-5.029,0.0618,144.107,4,0.493,83,"dance pop,edm,electropop,indietronica,metropopolis,pop,post-teen pop,uk pop",pop,36,0,0
956,Envy Me,Calboy,2019,7rvyVWja33WG9R97oeJAjx,0.234,0.74,120133,0.488,0.0,1,0.241,-7.664,0.27,149.042,4,0.584,69,"chicago rap,melodic rap,rap,trap,vapor trap",rap,42,0,0
957,You Say,Lauren Daigle,2019,6Up545NUflOiXo8cEraH49,0.682,0.494,274693,0.632,0.0,5,0.0869,-6.89,0.0342,147.873,4,0.0797,75,"ccm,christian alternative rock,christian music,worship",ccm,8,0,0
958,"Hey Look Ma, I Made It",Panic! At The Disco,2019,22oEJW6r2rMb9z4IntfyEa,0.0137,0.577,169667,0.833,0.0,5,0.121,-3.337,0.0695,107.936,4,0.58,84,"baroque pop,emo,modern rock",modern rock,34,0,0
959,Circles,Post Malone,2019,21jGcNKet2qwijlDFuPiPb,0.192,0.695,215280,0.762,0.00244,0,0.0863,-3.497,0.0395,120.042,4,0.553,93,"dfw rap,melodic rap,rap",rap,42,0,0
960,Beer Never Broke My Heart,Luke Combs,2019,3RzcoFkZ0AOp2nH71jP504,0.0138,0.54,186733,0.863,0.0,1,0.0874,-4.483,0.0481,77.0,4,0.64,85,contemporary country,contemporary country,12,0,0
961,The London,"Young Thug, J. Cole & Travis Scott",2019,3s4mrPrEFFPF0LmAfutW0n,0.0249,0.784,200187,0.517,1.44e-06,4,0.155,-8.981,0.209,97.991,4,0.206,92,"atl hip hop,atl trap,gangster rap,melodic rap,pop rap,rap,trap",pop rap,38,0,0
962,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,2019,4au7FRcgZzChASRYu279xH,0.166,0.736,181280,0.868,1.48e-06,8,0.0419,-3.01,0.0454,94.026,4,0.613,91,"latin,latin hip hop,reggaeton,trap latino",latin,27,0,0
963,Murder On My Mind,YNW Melly,2019,7eBqSVxrzQZtK2mmgRG6lC,0.145,0.759,268434,0.73,3.06e-06,0,0.11,-7.985,0.0516,115.007,4,0.74,82,"melodic rap,trap",trap,46,0,0
964,When The Party's Over,Billie Eilish,2019,43zdsphuZLzwA9k4DJhU0I,0.978,0.367,196077,0.111,3.97e-05,4,0.0897,-14.084,0.0972,82.642,4,0.198,93,"electropop,pop",pop,36,0,0
965,Act Up,City Girls,2019,3A2yGHWIzmGEIolwonU69h,0.0167,0.938,158332,0.638,0.0,8,0.111,-4.713,0.189,97.075,4,0.313,77,"dance pop,pop,pop rap,r&b,scam rap,trap queen",pop,36,0,0
966,I Like It,"Cardi B, Bad Bunny & J Balvin",2019,58q2HKrzhC3ozto2nDdN4z,0.099,0.816,253390,0.726,0.0,5,0.372,-3.998,0.129,136.048,4,0.65,90,"pop,pop rap,post-teen pop,rap",pop,36,0,0
967,Trampoline,SHAED,2019,1iQDltZqI7BXnHrFy4Qo1k,0.56,0.619,184280,0.459,0.0,7,0.137,-5.782,0.0334,126.803,4,0.498,69,"electropop,pop",pop,36,0,0
968,Leave Me Alone,Flipp Dinero,2019,14mHfNsSHN0FbLftyjrV9g,0.107,0.792,195637,0.743,0.0,7,0.183,-2.806,0.0851,150.024,4,0.742,68,"melodic rap,pop rap,rap,trap,vapor trap",pop rap,38,0,0
969,Breathin,Ariana Grande,2019,4OafepJy2teCjYJbvFE60J,0.0211,0.568,198160,0.656,1.37e-05,8,0.213,-5.413,0.0433,100.049,4,0.364,96,"pop,post-teen pop",pop,36,0,0
970,Bury A Friend,Billie Eilish,2019,4SSnFejRGlZikf02HLewEF,0.74,0.905,193143,0.389,0.162,8,0.106,-14.505,0.332,120.046,4,0.196,93,"electropop,pop",pop,36,0,0
971,Close Friends,Lil Baby,2019,5nzhL67GpF9szXWg5y509A,0.0509,0.676,203881,0.578,0.0,10,0.0796,-4.669,0.375,158.896,4,0.698,93,"atl hip hop,atl trap,rap,trap",rap,42,0,0
972,Baby Shark,Pinkfong,2019,5ygDXis42ncn6kYG14lEVG,0.259,0.829,80927,0.886,0.0,8,0.0559,-1.746,0.112,115.056,4,0.777,71,"cartoon,children's music,dong-yo",cartoon,7,0,0
973,My Type,Saweetie,2019,5KBARWIxeMGkvUax9VtVC9,0.000677,0.899,126446,0.811,0.0,2,0.0672,-6.294,0.258,105.038,4,0.587,83,"cali rap,dance pop,pop,pop rap,post-teen pop,trap queen",pop,36,0,0
974,Worth It,YK Osiris,2019,4XiGKQqbmnMVxDzUj6j3f2,0.468,0.764,189253,0.528,0.0,5,0.0811,-4.082,0.0588,123.936,5,0.422,65,"melodic rap,pop r&b,trap",trap,46,0,0
975,Only Human,Jonas Brothers,2019,0DiDStADDVh3SvAsoJAFMk,0.108,0.795,183000,0.496,0.0,0,0.0645,-5.883,0.0722,94.01,4,0.874,80,"boy band,dance pop,pop,pop rock,post-teen pop",pop,36,0,0
976,Knockin' Boots,Luke Bryan,2019,6ERR6e7h6wCqGoz1TjiUJb,0.129,0.739,199382,0.682,0.0,2,0.328,-3.728,0.205,131.983,4,0.634,80,"contemporary country,country,country road",contemporary country,12,0,0
977,Trip,Ella Mai,2019,6CTWathupIiDs7U4InHnDA,0.225,0.477,213993,0.61,0.0,11,0.107,-5.628,0.144,79.882,4,0.358,76,"dance pop,pop,pop r&b,pop rap,post-teen pop,r&b,rap,uk contemporary r&b,urban contemporary",pop,36,0,0
978,Rumor,Lee Brice,2019,56eGOeSsqdg3FLxdo83TwV,0.749,0.655,198440,0.56,0.0,9,0.115,-6.857,0.0486,140.975,4,0.599,76,"contemporary country,country,country road,modern country rock",contemporary country,12,0,0
979,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,2019,1wJRveJZLSb1rjhnUHQiv6,0.0153,0.581,189487,0.662,0.0,9,0.111,-5.239,0.303,93.023,4,0.434,86,"melodic rap,pop rap,rap,trap",pop rap,38,0,0
980,How Do You Sleep?,Sam Smith,2019,6b2RcmUt1g9N9mQ3CbjX2Y,0.153,0.477,202205,0.682,0.0,1,0.0763,-4.931,0.0925,110.567,5,0.345,88,"dance pop,pop,post-teen pop,uk pop",pop,36,0,0
981,Baby,Lil Baby & DaBaby,2019,5MPPttjfGap2C6j6eKcO6J,0.0957,0.97,142417,0.463,0.0,10,0.151,-7.259,0.366,108.003,4,0.46,72,"hip hop,melodic rap,pop rap,rap,southern hip hop,trap",pop rap,38,0,0
982,Look What God Gave Her,Thomas Rhett,2019,2KqJC0koTBUyDlsMt5ok1V,0.0272,0.739,168960,0.85,0.0,2,0.181,-3.966,0.0308,113.0,4,0.883,81,"contemporary country,country,country road,modern country rock",contemporary country,12,0,0
983,Good As You,Kane Brown,2019,19kUPdKTp85q9RZNwaXM15,0.4,0.626,192053,0.516,0.0,8,0.142,-6.05,0.0388,153.653,4,0.769,80,"contemporary country,country road",contemporary country,12,0,0
984,Clout,Offset Featuring Cardi B,2019,59ywHNwwchG4nZJMLyxSzd,0.228,0.919,205803,0.622,4.24e-06,1,0.122,-7.384,0.0997,140.022,4,0.424,84,"atl hip hop,hip hop,pop rap,rap,southern hip hop,trap",pop rap,38,0,0
985,Love Lies,Khalid & Normani,2019,45Egmo7icyopuzJN0oMEdk,0.0956,0.708,201707,0.648,0.0,6,0.134,-5.626,0.0449,143.955,4,0.338,92,"alternative r&b,pop",pop,36,0,0
986,One Thing Right,Marshmello & Kane Brown,2019,4hPpVbbakQNv8YTHYaOJP4,0.0644,0.659,181824,0.625,0.0,4,0.582,-2.253,0.045,88.042,4,0.442,89,"brostep,edm,pop,pop dance,progressive electro house",pop,36,0,0
987,Cash Shit,Megan Thee Stallion Featuring DaBaby,2019,2rMAtCaTj16NptyVfEIeAC,0.0218,0.921,192540,0.635,0.0,1,0.0946,-4.904,0.416,130.028,4,0.549,89,"houston rap,pop,pop rap,trap queen",pop,36,0,0
988,Tequila,Dan + Shay,2019,42fw0rxRO2xbesF6mJfd4Y,0.0312,0.489,196747,0.581,0.0,11,0.132,-5.731,0.0281,86.016,4,0.494,81,"contemporary country,country,pop",pop,36,0,0
989,Shotta Flow,NLE Choppa,2019,4dAMdQ6g4kGmnc1MDHsg77,0.0786,0.888,160013,0.43,1.58e-06,9,0.132,-6.728,0.588,120.088,4,0.45,82,memphis hip hop,memphis hip hop,29,0,0
990,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",2019,5N1o6d8zGcSZSeMFkOUQOk,0.00485,0.872,199427,0.814,1.96e-06,0,0.214,-4.568,0.155,98.985,4,0.57,89,"houston rap,pop,pop rap,trap queen",pop,36,0,0
991,Talk You Out Of It,Florida Georgia Line,2019,4qQwGRtGT7l6ckQtdPEFd4,0.582,0.651,202920,0.708,0.0,4,0.0796,-4.791,0.0376,119.964,4,0.558,83,"contemporary country,country,country pop,country road,modern country rock",contemporary country,12,0,0
992,Beautiful,Bazzi Featuring Camila Cabello,2019,4VUwkH455At9kENOfzTqmF,0.346,0.638,180000,0.717,0.0,2,0.105,-4.722,0.0337,100.027,4,0.249,81,"dance pop,electropop,pop,post-teen pop",pop,36,0,0
993,Eyes On You,Chase Rice,2019,5AnSllIrgGsCZzZJkVnApx,0.323,0.606,182493,0.652,0.0,9,0.201,-6.982,0.0281,97.155,4,0.476,70,"contemporary country,country,country road,modern country rock",contemporary country,12,0,0
994,All To Myself,Dan + Shay,2019,08tq1XcHwVt5PHXUo87i0D,0.208,0.646,169920,0.781,0.0,1,0.125,-4.616,0.0313,94.975,4,0.565,81,"contemporary country,country,pop",pop,36,0,0
995,Boyfriend,Ariana Grande & Social House,2019,0Ryd8975WihbObpp5cPW1t,0.119,0.4,186107,0.795,0.0,10,0.159,-3.731,0.461,190.097,4,0.702,96,"pop,post-teen pop",pop,36,0,0
996,Walk Me Home,P!nk,2019,7DHApOHsIFo7EyfieArYGE,0.0507,0.652,177391,0.453,0.0,1,0.179,-6.119,0.0445,88.039,3,0.432,87,"dance pop,pop,post-teen pop",pop,36,0,0
997,Robbery,Juice WRLD,2019,6Hj9jySrnFppAI0sEMCZpJ,0.328,0.685,240051,0.692,0.0,2,0.153,-5.122,0.0457,159.966,5,0.578,96,"chicago rap,melodic rap",melodic rap,28,0,0
998,Blinding Lights,The Weeknd,2020,0sf12qNH5qcw8qpgymFOqD,0.00147,0.513,201573,0.796,0.000209,1,0.0938,-4.075,0.0629,171.017,4,0.345,97,"canadian contemporary r&b,canadian pop,pop",pop,36,0,0
999,Circles,Post Malone,2020,21jGcNKet2qwijlDFuPiPb,0.192,0.695,215280,0.762,0.00244,0,0.0863,-3.497,0.0395,120.042,4,0.553,93,"dfw rap,melodic rap,rap",rap,42,0,0
1000,The Box,Roddy Ricch,2020,0nbXyq5TXYPCO7pr3N8S4I,0.104,0.896,196653,0.586,0.0,10,0.79,-6.687,0.0559,116.971,4,0.642,88,"melodic rap,rap,trap",rap,42,1,1
1001,Don't Start Now,Dua Lipa,2020,6WrI0LAC5M1Rw2MnX2ZvEg,0.0125,0.794,183290,0.793,0.0,11,0.0952,-4.521,0.0842,123.941,4,0.677,95,"dance pop,pop,uk pop",pop,36,1,1
1002,Rockstar,DaBaby Featuring Roddy Ricch,2020,7ytR5pFWmSjzHJIeQkgog4,0.247,0.746,181733,0.69,0.0,11,0.101,-7.956,0.164,89.977,4,0.497,94,"north carolina hip hop,rap",rap,42,1,1
1003,Adore You,Harry Styles,2020,3jjujdWJ72nww5eGnfs2E7,0.0237,0.676,207133,0.771,7e-06,8,0.102,-3.675,0.0483,99.048,4,0.569,90,"pop,post-teen pop",pop,36,1,1
1004,Life Is Good,Future Featuring Drake,2020,5yY9lUy8nbvjM1Uyo1Uqoc,0.0706,0.676,237735,0.609,0.0,2,0.152,-5.831,0.481,142.037,4,0.508,91,"atl hip hop,pop rap,rap,southern hip hop,trap",pop rap,38,1,1
1005,Memories,Maroon 5,2020,2b8fOow8UzyDFAE27YhOZM,0.837,0.764,189486,0.32,0.0,11,0.0822,-7.209,0.0546,91.019,4,0.575,91,"pop,pop rock",pop,36,1,0
1006,The Bones,Maren Morris,2020,7yFhA2fUsL2oIMWlw5DaHQ,0.278,0.612,197293,0.57,0.0,11,0.0963,-6.642,0.0347,77.004,4,0.334,81,"contemporary country,country,pop,texas country",pop,36,1,0
1007,Someone You Loved,Lewis Capaldi,2020,7qEHsqek33rTcFNT9PFqLf,0.751,0.501,182161,0.405,0.0,1,0.105,-5.679,0.0319,109.891,4,0.446,86,"pop,uk pop",pop,36,1,0
1008,Say So,Doja Cat,2020,3Dv1eDb0MEgF93GpLXlucZ,0.256,0.787,237893,0.673,3.57e-06,11,0.0904,-4.577,0.158,110.962,4,0.786,93,"dance pop,pop,pop rap",pop,36,1,0
1009,I Hope,Gabby Barrett Featuring Charlie Puth,2020,5cYFwgA5dHoqR3xGnlr9ew,0.171,0.554,209763,0.576,0.0,6,0.159,-6.495,0.0399,74.942,4,0.409,73,contemporary country,contemporary country,12,1,0
1010,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",2020,2MbdDtCv5LUVjYy9RuGTgC,0.0631,0.904,227478,0.723,0.0,11,0.185,-5.224,0.26,145.013,4,0.835,84,"deep underground hip hop,kentucky hip hop,pop rap,rap",pop rap,38,1,0
1011,Dance Monkey,Tones And I,2020,1rgnBhdG2JDFTbYkYRZAku,0.688,0.825,209755,0.593,0.000161,6,0.17,-6.401,0.0988,98.078,4,0.54,81,"australian pop,pop",pop,36,0,0
1012,Savage,Megan Thee Stallion,2020,55CHeLEfn5iJ0IIkgaa4si,0.0252,0.843,155497,0.741,0.0,11,0.096,-5.609,0.334,168.983,4,0.68,89,"houston rap,pop,pop rap,trap queen",pop,36,0,0
1013,Roxanne,Arizona Zervas,2020,696DnlkuDOXcMAnKlTgXXK,0.0522,0.621,163636,0.601,0.0,6,0.46,-5.616,0.148,116.735,5,0.457,76,"pop rap,rhode island rap",pop rap,38,0,0
1014,Intentions,Justin Bieber Featuring Quavo,2020,4umIPjkehX1r7uhmGvXiSV,0.3,0.806,212867,0.546,0.0,9,0.102,-6.637,0.0575,147.986,4,0.874,100,"canadian pop,pop,post-teen pop",pop,36,0,0
1015,Everything I Wanted,Billie Eilish,2020,3ZCTVFBt2Brf31RLEnCkWJ,0.902,0.704,245426,0.225,0.657,6,0.106,-14.454,0.0994,120.006,4,0.243,93,"electropop,pop",pop,36,0,0
1016,Roses,SAINt JHN,2020,24Yi9hE78yPEbZ4kxyoXAI,0.0167,0.77,176840,0.724,0.0107,8,0.353,-5.484,0.0495,121.975,4,0.898,80,"melodic rap,rap,slap house",rap,42,0,0
1017,Watermelon Sugar,Harry Styles,2020,6UelLqGlWMcVH1E5c4H7lY,0.122,0.548,174000,0.816,0.0,0,0.335,-4.209,0.0465,95.39,4,0.557,90,"pop,post-teen pop",pop,36,0,0
1018,Before You Go,Lewis Capaldi,2020,2gMXnyrvIjhVBUZwvLZDMP,0.604,0.459,215107,0.575,0.0,3,0.0885,-4.858,0.0573,111.881,4,0.183,86,"pop,uk pop",pop,36,0,0
1019,Falling,Trevor Daniel,2020,4TnjEaWOeW0eKTKIEvJyCa,0.123,0.785,159382,0.431,0.0,10,0.0887,-8.756,0.0364,127.085,4,0.236,77,"alternative r&b,melodic rap,pop rap",pop rap,38,0,0
1020,"10,000 Hours",Dan + Shay & Justin Bieber,2020,2wrJq5XKLnmhRXHIAf9xBa,0.153,0.654,167693,0.63,0.0,10,0.111,-4.644,0.0259,89.991,4,0.43,81,"contemporary country,country,pop",pop,36,0,0
1021,WAP,Cardi B Featuring Megan Thee Stallion,2020,4Oun2ylbjFKMPTiaSbbCih,0.0194,0.935,187541,0.454,0.0,1,0.0824,-7.509,0.375,133.073,4,0.357,90,"pop,pop rap,post-teen pop,rap",pop,36,0,0
1022,Ballin',Mustard & Roddy Ricch,2020,3QzAOrNlsabgbMwlZt7TAY,0.392,0.809,180435,0.545,0.0,7,0.151,-6.678,0.0735,97.008,4,0.244,80,"cali rap,hip hop,pop rap,rap,southern hip hop,trap",pop rap,38,0,0
1023,Hot Girl Bummer,blackbear,2020,2mt1IqcFyY1zmYZT8Q3xw9,0.125,0.782,188344,0.559,0.0,6,0.385,-7.106,0.0767,129.992,1,0.685,87,"electropop,pop,pop rap",pop,36,0,0
1024,Blueberry Faygo,Lil Mosey,2020,6wJYhPfqk3KGhHRG76WzOh,0.207,0.774,162547,0.554,0.0,0,0.132,-7.909,0.0383,99.034,4,0.349,83,"melodic rap,rap,rap conscient,trap,vapor trap",rap,42,0,0
1025,Heartless,The Weeknd,2020,6bnF93Rx87YqUBLSgjiMU8,0.0236,0.537,198267,0.746,1.01e-06,10,0.156,-5.507,0.15,170.062,4,0.252,97,"canadian contemporary r&b,canadian pop,pop",pop,36,0,0
1026,BOP,DaBaby,2020,6Ozh9Ok6h4Oi1wUSLtBseN,0.189,0.769,159715,0.787,0.0,11,0.129,-3.909,0.367,126.77,4,0.836,94,"north carolina hip hop,rap",rap,42,0,0
1027,Lose You To Love Me,Selena Gomez,2020,4l0Mvzj72xxOpRrp6h8nHi,0.556,0.488,206459,0.343,0.0,4,0.21,-8.985,0.0436,102.819,4,0.0978,89,"dance pop,pop,post-teen pop",pop,36,0,0
1028,Good As Hell,Lizzo,2020,6KgBpzTuTRPebChN0VTyzV,0.256,0.682,159736,0.919,0.0,0,0.442,-3.18,0.0875,95.982,4,0.535,79,"dance pop,escape room,minnesota hip hop,pop,pop rap,post-teen pop,trap queen",pop,36,0,0
1029,Toosie Slide,Drake,2020,127QTOFJsJQp5LbJbu3A1y,0.321,0.834,247059,0.454,6.15e-06,1,0.114,-9.75,0.201,81.618,4,0.837,99,"canadian hip hop,canadian pop,hip hop,pop rap,rap,toronto rap",pop rap,38,0,0
1030,Break My Heart,Dua Lipa,2020,017PF4Q3l4DBUiWoXk4OWT,0.167,0.73,221820,0.729,1.39e-06,4,0.349,-3.434,0.0883,113.013,4,0.467,95,"dance pop,pop,uk pop",pop,36,0,0
1031,Chasin' You,Morgan Wallen,2020,5MwynWK9s4hlyKHqhkNn4A,0.657,0.631,205453,0.591,0.0,7,0.11,-5.785,0.0277,97.074,4,0.489,88,contemporary country,contemporary country,12,0,0
1032,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,2020,1xQ6trAsedVPCdbtDAmk0c,0.234,0.767,171375,0.481,0.0,0,0.269,-8.52,0.0803,150.076,4,0.761,77,nz pop,nz pop,35,0,0
1033,No Guidance,Chris Brown Featuring Drake,2020,6XHVuErjQ4XNm6nDPVCxVX,0.123,0.696,260640,0.454,0.0,1,0.155,-6.756,0.153,92.928,4,0.136,91,"dance pop,pop,pop rap,r&b,rap",pop,36,0,0
1034,My Oh My,Camila Cabello Featuring DaBaby,2020,3yOlyBJuViE2YSGn3nVE1K,0.018,0.724,170746,0.491,1.29e-05,8,0.0887,-6.024,0.0296,105.046,4,0.383,85,"dance pop,electropop,pop,post-teen pop",pop,36,0,0
1035,Dynamite,BTS,2020,0t1kP63rueHleOhQkYSXFY,0.0112,0.746,199054,0.765,0.0,6,0.0936,-4.41,0.0993,114.044,4,0.737,96,"k-pop,k-pop boy group",k-pop,26,0,0
1036,Go Crazy,Chris Brown & Young Thug,2020,1IIKrJVP1C9N7iPtG6eOsK,0.316,0.755,176960,0.578,0.0,0,0.25,-8.932,0.145,94.148,4,0.581,91,"dance pop,pop,pop rap,r&b,rap",pop,36,0,0
1037,High Fashion,Roddy Ricch Featuring Mustard,2020,07KXEDMj78x68D884wgVEm,0.269,0.831,220487,0.499,0.0,11,0.3,-8.442,0.114,97.956,4,0.511,88,"melodic rap,rap,trap",rap,42,0,0
1038,Laugh Now Cry Later,Drake Featuring Lil Durk,2020,2SAqBLGA283SUiwJ3xOUVI,0.244,0.761,261493,0.518,3.47e-05,0,0.107,-8.871,0.134,133.976,4,0.522,99,"canadian hip hop,canadian pop,hip hop,pop rap,rap,toronto rap",pop rap,38,0,0
1039,Woah,Lil Baby,2020,598yNsG1JFrGd4n2kMoz7F,0.0177,0.882,183011,0.602,0.0,11,0.178,-5.554,0.245,142.959,4,0.43,93,"atl hip hop,atl trap,rap,trap",rap,42,0,0
1040,Death Bed,Powfu Featuring beabadoobee,2020,7eJMfftS33KTjuF7lTsMCx,0.731,0.726,173333,0.431,0.0,8,0.696,-8.765,0.135,144.026,4,0.348,80,"emo rap,sad rap",emo rap,20,0,0
1041,Senorita,Shawn Mendes & Camila Cabello,2020,0TK2YIli7K1leLovkQiNik,0.037,0.759,190960,0.54,0.0,9,0.0945,-6.039,0.0287,116.947,4,0.75,89,"canadian pop,pop,post-teen pop,viral pop",pop,36,0,0
1042,HIGHEST IN THE ROOM,Travis Scott,2020,3eekarcy7kvN4yt5ZFzltW,0.0546,0.598,175721,0.427,5.83e-06,7,0.21,-8.764,0.0317,76.469,4,0.0605,95,"rap,slap house",rap,42,0,0
1043,Bad Guy,Billie Eilish,2020,2Fxmhks0bxGSBdJ92vM42m,0.328,0.701,194088,0.425,0.13,7,0.1,-10.965,0.375,135.128,4,0.562,93,"electropop,pop",pop,36,0,0
1044,Mood,24kGoldn Featuring iann dior,2020,3tjFYV6RSFtuktYl3ZtYcq,0.221,0.7,140526,0.722,0.0,7,0.272,-3.558,0.0369,90.989,4,0.756,87,cali rap,cali rap,4,0,0
1045,Rain On Me,Lady Gaga & Ariana Grande,2020,24ySl2hOPGCDcxBxFIqWBu,0.021,0.672,182200,0.855,0.0,9,0.323,-3.764,0.0397,123.056,4,0.646,90,"dance pop,pop,post-teen pop",pop,36,0,0
1046,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,2020,0PvFJmanyNQMseIFrU708S,0.114,0.823,190476,0.586,0.0,6,0.193,-6.606,0.2,125.971,4,0.347,92,brooklyn drill,brooklyn drill,3,0,0
1047,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,2020,6cy3ki60hLwimwIje7tALf,0.0334,0.721,221714,0.716,0.00084,10,0.237,-7.037,0.0657,104.994,4,0.667,87,"dance pop,pop,pop rap",pop,36,0,0
